ID,output
ID_09588,아침에 주변 건물 공사 때문에 건물 전체에 진동 소리가 들립니다. 처음에는 층간 소음인 줄 알고 프론트에 전화했을 정도였어요. 원래 11시 체크아웃 계획이었는데 너무 스트레스 받아서 아침 9시에 체크아웃했어요.
ID_03584,"새벽에 계신 분, 사장님 같은데 서비스 별로다신 안 갑니다 ㅋ 짜증 나네"
ID_10640,깨끗하고 좋네요. 페브리즈가 있는 게 아주 마음에 들었음.
ID_05645,"리모델링하여 외관은 전반적으로 깔끔해보이나, 객실 바닥 및 샤워실 가족탕 바닥에 머리카락이 너무 많이 보였다. 하수구에도 머리카락이 끼여서 샤워하는데 물이 안내려갔다."
ID_03376,리버뷰 너무 좋음(๑˃̵ᴗ˂̵)
ID_01256,어마어마한 최강 마린 시티뷰 너!!! 복잡하고 비싼 해운대 해운대 호텔이여 안녕~ 트레블로지 스위트 부산 센텀! 재방문의사 100%
ID_06190,장점은 바닷가 바로 앞이라 해운대 바다를 실컷 볼 수 있음 ~^^
ID_09442,"아리아에서 저녁 식사했는데 재료가 신선하고 맛있어요! 친절한 서비스, 깨끗한 시설!"
ID_05348,1인실 조식 서비스 비즈니스 호텔
ID_04175,조식을 먹으러 갔더니 학생들이 줄이 10m 이상이고 자리가 없었습니다. 이럴 거면 시간대를 안내해 주던가…
ID_04910,접근성이 너무 좋아요! 한 가지 아쉬운 점은 테이블이 없어서 포장해 온 음식을 먹기 힘듭니다ㅠ
ID_01852,"광안리 바로 앞이라 뷰도 너무 좋았고, 깔끔하고 잘 쉬다 왔네요."
ID_06316,"최악! 오전 7시 47분경 화재 경보로 일어났습니다. 너무 놀라 짐을 챙겨 나가려다 프런트에 전화를 걸었는데, 아~ fire 때문에 전화하신거죠? 라며 오작동입니다. 한 마디로 끝…. 안전 불감증 호텔 + 화재 경보기 오작동이 종종 있는 듯한 태평한 직원의 태도 + 아침에 화재 경보기 알람으로 눈을 뜨는 끔찍한 경험을 할 수 있어요."
ID_11097,모든 게 완벽한 캠핑장입니다! 예약만 되면 매주 오고 싶어요ㅠㅠ
ID_02105,직원분들이 친절하시고 서비스까지 너무 좋았습니다.
ID_00133,"시설도 깔끔하고 좋습니다! 방이 작아서 조금 불편하긴 했는데 다른 부가 시설들이 잘 되어 있어서 괜찮았어요! 조식 서비스나 기본 물, 간식 제공 등 서비스는 너무 훌륭했습니다. 특히 오션뷰가 너무 좋았어요!! 이런 오션뷰는 호텔 1에서만 볼 수 있을 것 같습니다 ㅎㅎ"
ID_05029,어제 1박했는데 가성비 대박입니다. 혼자 여행 와서 게스트하우스에서 모르는 사람들이랑 같은 방 쓰기도 싫고 왁자지껄한 것도 싫어서 찾아낸 숙소인데 재방문 의사 있어요! 사장님 친절하시고 숙소 규정도 잘 되어 있는 것 같아요. 리얼 강추 
ID_00928,마음 편히 쉬다 올 수 있는 곳
ID_00823,룸에 들어가자마자 보이는 오션뷰가 너무 예뻐요. 룸도 청결하고 어메니티도 깔끔하고 꼭 필요한 것만 있어서 좋았어요.
ID_07576,시설이 깨끗하고 오션 뷰도 너무 좋고 사장님도 친절해요. 잘 쉬다 왔어요. 감사합니당!
ID_01531,조식 맛있어요 ㅎㅎㅎ
ID_01214,오션뷰가 기가 막히네요~ 잘 쉬다 갑니다.
ID_00504,해수욕장이랑 가까워서 좋았어요. 오션 뷰 객실 뷰 좋아요.
ID_10188,"급하게 강릉 여행을 떠나 숙소를 찾던 중 눈에 들어온 헤렌하우스 가족들과 온돌방에 묵었는데요. 뷰가 너무 좋습니다. 1층 카페에서 주는 웰컴 커피 너무 만족하구요. 객실 내에 강릉 명물 커피콩빵과 느린 우체통 엽서가 무료로 비치되어 있네요. 직원분들 너무 친절하시구요. 좋은 장소, 편안한 숙소 알게 되어 기쁩니다. 주변 분들 강릉 여행 시 무조건 추천할 예정!!"
ID_06530,비수기여서인지 룸 업그레이드도 해주시고 너무 친절했어요! 델리 케이크도 맛있고 조식도 매우 훌륭해요!! 룸 컨디션도 좋고 인테리어가 세련되어 사진 찍기 좋았어요. 아쉬운 점이라면 욕실 문이 완전히 닫히지 않아 서로 불편하고 민망할 수 있겠어요.
ID_03072,진짜 깨끗합니다 ㅠㅠㅠ 오랜만에 푹 잘 잤어요.... 조식도 어머니가 해준 집밥 같아서... 최고ㅠ 한적한 동네여서 가기 전에 꼭 마트 들려서 장바구니 들고 들어갑니다. 완전 펜션 온 기분!! 가시는 분들 조식 꼭 드세요!!!
ID_10150,"댓글 믿지 마세요. 사장님이 좋은 후기만 걸어두십니다. 나도 후기 좋아서 믿고 갔다가 방이 진짜 습하고 더러웠습니다. 그 내용을 후기에 적었더니 권리침해신고로 차단당했습니다ㅋㅋㅋㅋ 나만 차단당한 줄 알았는데 카맵 밑에 후기를 보고 조금이라도 안 좋은 평이 있으면 다 차단을 먹이는구나 싶었습니다. 여행객 대상으로 장사 그렇게 하지 마세요. 여기 아니더라도 주변 모텔 많은데 후기 다 둘러보고 '후기에 임시차단 어쩌구' 하나라도 되어 있으면 거르세요.  아래는 당시에 적었던 후기입니다.  <장점> - 프론트와 복도가 나름 호텔 같아서 첫인상은 좋습니다. - 수압이 세다. - 편의점이 바로 옆에 있다. - 나름 뷰가 괜찮음 (강 뷰 O, 바다 뷰 X) - 가격이 저렴함. 할인해서 3만원..!   <단점> - 화장실과 침실을 분리하는 문이 없음. 이어져 있음. - 샤워 한번 하면 방 전체가 습해짐. 방 자체가 습함. - 벽에 곰팡이가 많음. - 새 수건에 털, 머리카락이 붙어있음. - 침대 커버에도 머리카락과 먼지가 많음. - 에어컨을 틀면 곰팡이 냄새가 남. - 방음이 안 됨. 옆방 TV 소리가 다 들리고, 옆방에서 시끄럽게 떠들면 대화 소리가 그대로 다 들림. 이건 뭐.. 감안해야겠지만ㅜ - 냉장고 안이 너무 더러움. 오랫동안 안 닦으신 듯.  결론: 청결을 고집하는 곳은 아닌 것 같고, 진짜 많은 걸 바라지 말고 마지못해 잠잘 곳이 필요할 때 오시는 걸 추천합니다."
ID_09576,"모기가 너무 많아서 많이 물렸어요. 11월인데, 왤케 방안이 덥죠? 개별 난방이 안 되나 봐요. 그래서 창문을 열면 개가 왈왈 오라르르. 제 목소리보다 더 커요. 에어컨은 소음 좀 나요."
ID_09086,보통 랜드마크 빌딩 하면 누구나 살고 싶다고 하잖아요. 여기가 딱 그렇네요.
ID_08647,반나절 만에 두 배 이상 가격을 올리는 곳. 나는 취소할 테니 다시 예약하거라. 심보.
ID_06619,호텔인데 화장실에서 담배 냄새가 하루 종일 나요.
ID_09273,"위치는 조금 시내에서 떨어졌지만 연휴 기간 동안 편히 쉴 수 있었습니다. 침구류도 굉장히 맘에 들었고, 조식은 단연 최고입니다."
ID_03709,"5성은 5성이네요. 룸 컨디션과 서비스는 다 만족했지만, 클럽 라운지가 생각보다 별로였음."
ID_10799,직원분들이 너무 친절하시고 방음이 잘 되어 좋아요! 쏘 카인드!
ID_04849,온도 적절. 밥도 맛있음. 값어치 감사 (가치가)
ID_04748,"가성비 최고의 쉼터. 취사 불가는 장단점이 분명히 있고, 개인별 호불호가 있을 듯. 취사를 할 수 있는 별도의 공간이 있으면 더 좋겠음!"
ID_04268,"해변을 거닐어도 좋고, 밤에 숙소에서 야경 보는 것도 좋았답니다."
ID_11124,"멋진 1박 2일이네요. 호텔 프런트 직원도 친절하고 상냥했어요. 가까운 거리에 시장이 있어 박달게를 먹고, 근처에 일광해수욕장이 있어 바닷가를 산책하고, 밤에는 모래 위에서 바다를 보면서 이야기하고 즐거운 시간을 보냈어요."
ID_08905,친구들이랑 같이 여행 다녀왔는데 방도 깨끗하고 사장님께서 너무 친절해서 좋았습니다^^ 시설도 다른 곳보다 깔끔하고 좋은 것 같습니다!! 다음에 또 놀러 올게요~
ID_04186,"뷰 빼고 진짜 최악이었네요. 칫솔도 없고, 밑에 바 마감 시간도 10시라 했다가 9시로 변경? 무슨 ㅋㅋ 그리고 안에 있는 라디오, 간이 스탠드 다 망가져 있고 전화는 밀리고, 그냥 기본적으로 별로였습니다. 재투자를 하셨으면..."
ID_10406,저는 친절한데... 무료 조식 치곤 퀄리티 괜찮은 편이에요.
ID_05301,그래도 쉬고 싶은 곳이라면 한번쯤은 오시면 좋습니다. 저는 잘 잤습니다. (2022/06/02)
ID_02923,"신관 굿 제일 좋았던 거: 침대, 침구! 좋았던 거: 록시땅 어메니티, 조식(가격 생각하면 맛있어야 되긴 함), 소파 베드. 조명도 다양하게 제어 가능하고, 안 좋았던 건 욕조가 좁은 거 하나. 어우 ㅎㅎ 매직 미러 안 켜져 있어서 욕실 다 보이는 줄 알고 1분 경악할 일이 있어서 씨메르 이용 못했는데 다음엔 꼭 이용해볼 예정. 사전 체크인으로 빨리 체크인해서 들어갈 수 있었음. 신관 오션 더블 > 신관 오션 테라스 더블 룸 업그레이드 감사합니다 "
ID_06588,바다 뷰가 보이는 객실도 있습니다.
ID_01810,처음엔 뷰가 너무 예뻐서 예약한 곳인데 직원분들도 너무 친절하시고 방도 너무 깨끗해서 만족스러웠습니다~! 다음에 또 부산에 오게 된다면 무조건 호텔1 이용할 것 같아요.
ID_03486,하얗고 깨끗하며 뷰도 한눈에 다 보이고~ 넘 좋아버리기~!
ID_07419,뷰도 되게 좋고 방도 되게 깨끗해서 좋았습니다.
ID_03141,서비스가 정말 좋은 곳! 실수로 샴푸통을 떨어뜨려서 깨졌는데 체크아웃할 때 얘기하니 다치진 않으셨냐고 바로 물어보는 직원! 고객을 정말 잘 응대해주고 위해주는 곳이다.
ID_10019,출장을 자주 가서 주변 숙박을 많이 가봤는데 가성비가 제일 좋음 엄한 데 가지 말고 깔끔하게 여기 가는 게 짱..
ID_09347,그냥저냥 청량리랑 가까워서 이용하기 좋은 곳입니다.
ID_01324,뷰가 참 좋았어요. 스위트 넓고 좋았고 가성비 짱이었어요.
ID_04312,스파 하면서 바다도 보고 플렉스하기 좋은 곳이었어요. 시설도 좋고 만족스럽습니다~~~~~~
ID_07494,경치도 좋고 음식도 맛있고 시설도 좋습니다. 대신 동네 모텔 수준의 시설과 방 사이즈에 적잖이 놀랐습니다.
ID_08702,깨끗하고 뷰도 좋아요. 보일러 빵빵
ID_09872,직원분들의 친절함에 감동받고 갑니다^^
ID_08691,위생이 최악이고 방에서 냄새도 납니다. 방음은 일절 안 됩니다.
ID_10708,불친절한 복도에서 마주친 청소하시는 아주머니가 제일 친절했음. 체크인하고 올라갔는데 방 문이 안 열림. 18층에서 다시 3층 로비로 내려가서 방 문이 안 열린다니까 카드 키 주세요. 카드 등록 됐습니다. 끝. 지금 사람 약올립니까? 그럼 처음에 체크인할 때엔 왜 대체 발급도 안 된 카드 키를 준 거임? 생고생 시키려고?
ID_10048,토시살 스테이크 짱짱 
ID_09580,"많은 인원들이 잤는데, 큰 방도 있고 가격도 괜찮고 깔끔했어요."
ID_10578,22년 7월에 오픈해서 다 깔끔합니다... 그냥 최고입니다..
ID_05541,예약 일방적 취소 저장용
ID_06172,"가성비 좋고, 시설 깔끔. 직원 분들이 매우 친절합니다. 단, 주차 공간이 적어서 사전 예약이 필요합니다."
ID_01540,너무 귀여워요 ㅠㅠ 재방문 의사 없음
ID_09409,"뷰는 너무 이쁘고 사진으론 개잘 나오는데 그게 다예요. 제일 작은 방, 제일 큰 방, 중간 방 다 가봤는데 뷰는 이쁜데 네... 일단 프런트가 없어서 1층부터 신발을 벗고 들어갑니다. 호텔로 생각하면 곤란해요. 뷰 좋은 모텔 객실 상태가 그닥 깨끗하지 않고 침구류에 머리카락이 있고 3일 동안 모든 방이 그랬어요 ㅠ 인스타에 올리기엔... 좋음."
ID_02681,너무 편히 쉬다 왔어요~~ 침구도 너무 포근하고 시설도 깨끗하고 직원분들도 친절해서 좋은 시간 보내고 왔어요~~ 조만간 또 방문하겠습니다^^
ID_11128,아침과 밤의 광안대교를 만끽할 수 있어서 너무너무 좋았습니다! 뷰는 물론 깔끔하게 정돈된 화이트 톤 인테리어에 감탄했습니다~ 인테리어가 깔끔해서 뷰에 더 집중할 수 있어서 좋았습니다! 프리미엄을 사용해서 굿바이 키트까지 챙겨 받고 퇴실까지 만족스럽게 했네요. 이후에 올 때도 꼭 예약해서 올 것 같아요 ㅎㅎ
ID_06313,해운대 바닷가 걷고 씨메르에서 스파하면 피로가 싹 풀려요:)
ID_01191,진짜 너무 드럽네요... 서비스 응대도 배째라ㅋㅋㅋㅋ 15만원에 최악의 날.
ID_05293,"맛있음. 가격이 생각보다 쌌지만, 그만한 가격하는 것 같아요."
ID_01542,"분위기도 좋았고, 산책하고 고기 구워 먹고 오래간만에 힐링했어요. 여름에 수영장까지 이용하면 더 좋을 것 같아요. 쉼을 제대로 느끼는 곳이네요."
ID_07056,말이 필요 없이 그냥 너무 다 좋아요!!!
ID_02539,"아니, 이거 뷰 실화인가요... 호텔도 깔끔 그 자체에 광안대교가 정말 한눈에 선명하게 시원하게 보입니다ㅠㅠㅠ 그리고 센스 있는 잠옷까지... 너무너무 대만족이었습니다! 다음에도 무조건 또 올 거예요!!!"
ID_00953,깨끗하고 조용합니다~~.
ID_07241,"대만족! 방도 깔끔하고 좋아요. 위치는 조금 외지지만, 바닷가에 사람이 많이 없어서 좋았습니다~ 1층에서 파는 샌드위치랑 커피도 맛있어요."
ID_06731,역이랑 가까워서 뚜벅이들한테 편한 위치임.
ID_04846,후기 보고 걱정 많이 했는데 너무 좋았어요. 근데 들어갔을 때 거울이 너무 더러워서 놀랐네요 ㅋㅋㅋ 침구랑 뷰도 굿~
ID_06801,"방문하기 전부터 기대를 많이 했었는데, 기대 이상으로 더 좋았습니다. 발 아래 펼쳐지는 야경이 너무 멋있더라고요. 레지던스라 필요한 물품들이 다 구비되어 있어서 너무 편리했고, 세탁기, 건조기까지 다 갖춰져 있어서 장기 투숙도 좋겠더라고요. 다음에도 부산으로 가족 여행 할 일이 있다면 고민하지 않고 엘시티 레지던스로 선택할 것 같아요."
ID_08010,"시설이 나쁘지 않은데, 구석구석에는 관리가 미비한 부분들이 보입니다. 가격 대비 나쁘지 않습니다."
ID_04330,"예식 참석 후 1층 커피숍에 들렀는데, 따뜻한 커피를 안 파는 커피숍은 뭔가요...?"
ID_08924,뷰가 진짜 너무 예뻐서 바다 멍때리기 정말 좋습니다. 뷰로 압도당하고 싶으면 와보세요. 추천!!
ID_05334,뷰랑 수영장은 너무 좋은데 방에 먼지가 정말 많고 방음이 전혀 안 돼요ㅜ
ID_07330,김유아 셰프라고 갔는데 맛은 없고 가격만 비쌌어요.
ID_09348,방문을 열자마자 선물이 준비되어 있었는데 정말 감동이었어요. 시설도 깨끗하고 커다란 방들보다 훨씬 아늑하고 좋았답니다. 뷰는 말할 것도 없이 최고예요! 광안대교가 눈앞에 똭!!! 축제 기간에 돈 들인 게 아깝지 않을 정도로 예뻤어요. 부산 올 때마다 숙소는 여기로 예약할 것 같아요. ^^
ID_04729,깨끗하고 사장님이 엄청 친절하십니다.
ID_06541,"수영장이 있어서 너무 좋았습니다 :) 시설도 깨끗하고 직원들이 친절했어요. 오히려 벡스코에 위치해서 해운대, 광안리 양쪽으로 이동하기도 편했습니다. 다음에 부산을 방문한다면 재방문할게요!!"
ID_05305,"서울에서 지인들이 여러 명 오기로 해서 룸 2개를 예약했었는데, 한 팀이 코로나로 룸 하나를 취소하게 되어 예약 업체랑은 연결도 잘 안 되고... 여러 번 귀찮게 해드렸는데 너무 친절하게 해결해주셔서 입실 전부터 너무 감사했습니다. 박상준 직원분의 친절한 응대에 너무 감사드립니다. 저희 팀은 해운대 바다랑 너무 가깝고 부분 뷰였지만 생각보다 바다 뷰가 너무 잘 보여서 이쁘고, 기대를 안 해서 그런지 가격 대비 룸은 오래된 느낌은 있지만 넓고, 청소 상태랑 침구 상태는 좋았던 것 같아요. 엘리베이터 한번 바꿔 타는 것도 불편하다면 불편하지만 저희 팀은 해운대에서 너무 여유롭게 즐긴 것 같아 만족했습니다. 지금 모래 조각을 만들고 있는 모습도 보이던데, 5월에 가면 더 멋진 해운대 바다를 볼 수 있을 것 같아요."
ID_05161,침대 이불도 완전 만족하고 깨끗하고 가격이 정말 합리적이라 맘에 들었습니다. 주차 공간이 협소해서 아쉬운 점은 있지만 가성비 최고의 숙소. 깨끗한 룸. 이 금액으로 해운대에 숙소 구하기 어렵습니다. 정말 만족하게 지내고 갑니다.
ID_07860,위치는 좋은데... 청결 및 관리가 호텔이라 하기에도 부끄러울 정도입니다. 왜 호텔로 소개되어 있지?? 의문
ID_02156,"주차장이 너무 작아서 별점 하나 깎지만, 그 외에는 모든 게 좋았습니다. 룸서비스도 진짜 맛있고 좋았어요."
ID_01062,"출장 때문에 벡스코와 가까운 곳에 지냈습니다. 1박에 2인실을 13, 14만 원 가량 주고 지냈는데, 청소가 너무 안 되어 있었습니다. 바닥에 머리카락 몇 가닥이나 구석의 먼지는 흐린 눈을 한다 해도, 에어컨에 먼지와 곰팡이가 가득했습니다. 그리고 욕실 청소를 전혀 하지 않는 것 같습니다. 욕조에 때가 가득한 건 물론이고 샤워 커튼 밑부분 한 뼘가량의 높이가 곰팡이로 차 있어 씻을 때마다 닿지 않게 노력하며 씻어야 합니다. 이 밖에 수건은 얇고 찢어져 있고 서랍장 안은 전혀 사용할 수 없을 정도로 먼지가 굴러다닙니다. 방에는 티슈가 없고 냉장고에 물 두 병 있습니다. 연박일 시 요청을 하셔야 수건과 물 등을 받으실 수 있습니다. 청소는 추가금이 있습니다."
ID_01167,많은 호텔을 가봤지만 이런 최악은 처음입니다. 특히 룸 청결과 비품 상태. 시간이 지날수록 심해지는 먼지 때문에 밤새 알레르기로 고생하고 부서진 옷걸이 때문에 옷 실밥도 터졌습니다. 좋은 리뷰 추천으로 기대하고 갔건만 제 경험으로는 정말 추천하고 싶지 않습니다.
ID_03636,"토할 만큼 더러운 위생 시설 사진을 올렸다가 지웠습니다. 많이 망설였지만, 누구라도 그 사진을 보면 이틀 금식은 보장됩니다. 여행을 숙소 하나 잘못 잡은 탓에 다 망쳐버렸습니다. 그냥 끔찍 자체였습니다. 저 아래 후기들에 완전히 속았습니다."
ID_07651,이 지역 놀러 갈 때 내가 거르기 위한 기록
ID_05588,전체적으로 깨끗하고 청결해서 너무 잘 쉬었습니다. ^^ 다음에 다시 오고 싶네요.
ID_07192,"연휴 가격 대비 시설들이 오래되고 주차 공간도, TV도 너무 작고 불편한 부분이 있었지만 바다 뷰만큼은 모든 걸 감수할 만큼 좋네요^~"
ID_04491,"친절하고 바다 바로 앞이라 즐기기 좋고 교통이 편하며, 즐거운 시간 연박하고 갑니다."
ID_07266,큰 메리트는 없고 가성비 좋은 하루 이용할 만한 숙소
ID_04980,깔끔한 게 제일 마음에 드네요
ID_08335,조식이 괜찮다. 심플한데 불청결하다. 동네 개가 심하게 짖는다.
ID_11205,개막장 사기 운영 호텔
ID_04946,안반데기에 머물며 1박했는데 시설도 깨끗하고 참 좋습니다~ 밤하늘에 쏟아지는 별들도 보기 좋고 시시때때로 몰려오는 안개도 기억에 남습니다~ 안반데기에서 숙박을 하려면 추천하고 싶습니다.
ID_02782,광안대교 뷰가 너무 멋지고 깔끔한 숙소입니다!!
ID_00717,ㄱㄴㄷㄹㅁㅂㅅㅇㅈㅊㅋㅌㅍㅎ 아야어여오욧우유으 이 에애예ㅒ
ID_10011,깔끔하고 무난한데 바닥 보일러가 안 되어 너무 추워요.
ID_02502,일본 계 호텔이지만 적당한 사이즈에 조식 가능한 깔끔하고 필요한 거 다 있는 비즈니스 호텔로 좋습니다. TV가 매우 작고 외관이 호텔 같지 않은 것과 옆 건물이 바싹 붙어 같은 시티뷰라도 차이가 좀 있는 게 흠입니다.
ID_04360,뷰로 마비라는 슬로건에 맞게 너무 예쁘고 낮과 밤이 다른 매력이 있어 더 좋았네요. 객실과 준비도 깔끔했어요~
ID_04171,5성이라고? 뻥 치지 마라! 레스토랑 수준은 별 하나도 아깝다.
ID_08082,"오션뷰라길래 비싸게 예약했는데, 오션뷰라고 하기엔 좀... 침대도 너무 딱딱하고, 그냥.. 그럼"
ID_10994,창밖이 바다라서 막힘이 없고 가성비가 좋습니다. 객실도 깨끗하게 청소되어 있고 비품들도 다 구비되어 있어서 편합니다.
ID_00395,환경도 깨끗하고 힐링하기 딱 좋아요!
ID_07186,친절하시고 깨끗하고 좋습니다.
ID_11061,시설도 너무 좋고 아침마다 아침도 가져다 주고요. 뷰도 너무 예쁘고 직원분들이 너무 친절하세요. ㅠㅠ 근처에 편의시설도 많고 바다도 바로 앞에 있어요!!
ID_04492,쾌적하고 좋았습니다!
ID_01365,"광안리 해수욕장 바로 앞에 위치해 있어서 뷰가 너무 좋고, 시설도 깔끔하니 너무너무 좋은 호텔입니다! 친구들과 여행 올 때 강추드립니다!!!!"
ID_10733,차 없으면 절대 가지 마세요. 시설은 좋으나 주변에 마트도 없고 택시도 잘 안 가서 뚜벅이들은 고생합니다.
ID_08787,옆집 방앗간 소리에 내 떡은 만들기 힘듭니다.
ID_05917,호캉스 다녀왔는데 너무 좋았습니다. 다시 가고 싶네요.
ID_04968,"두 번째 방문이에요. 두 번째 방문이 평일이라 그런지 오션 뷰로 업그레이드해 주셔서 생각지 못하게 좋은 풍경 보며 숙박 잘하고 왔어요. 바로 앞이 해수욕장이라 산책하러 나가기도 좋고, 개인적으로 다음에 또 갈 것 같아요."
ID_02914,"본관 기준으로 엘리베이터 2대가 둘 다 전층 운행이라 상당히 느립니다. 저층과 고층을 나누면 좋을 텐데 아쉽습니다. 편의점, 노래방, 교촌이 있는 것은 좋은데, 그것 빼곤 그닥입니다. 수용 인원 대비 주차장 공간이 너무 적어 체크인이 늦으면 걸어서 먼 곳 아래까지 가야 할 수 있습니다. 화장실에는 세면 용품이 전혀 없습니다."
ID_10518,새로이 리모델링했는데 아직 완성도가 낮은 편이에요. 컴퓨터도 없고 소음도 많이 나네요. 아쉽네요. 부산은 오랜만인데...
ID_05644,구버전 호텔인데 가성비 좋은 호텔은 확실합니다.
ID_03766,바퀴랑 같이 잠. 기본적으로 더러움 ㅠ
ID_03440,뷰가 정말 너무 이쁘고 숙소도 너무 따뜻하며 직원도 너무 친절하세요~!! 광안리 놀러 오게 되면 꼭 다시 방문할게요. 진짜 숙소 너무 강추해요! :) 낮에도 이쁘고 밤에 야경도 너무 이쁘지만 아침에 해 뜰 때 보는 게 정말 최고예요. 7시 전에 일어나서 해 떠오르는 모습도 이쁘고 7시 반에 해가 올라왔을 때는 더더 이뻐요. 감탄을 몇 번 했나 몰라요!! :)
ID_07357,"와이파이가 잘 안 되고, 충전도 느리고, 복도 에어컨도 켰는지 안 켰는지 너무 더웠고, 무엇보다 옆방 문 열고 닫힐 때 우리 방 문이 그때마다 덜컹거려서 깜짝깜짝 놀라서 잠도 깊이 못 잤어요. 예전 신라스테이가 아니었어요. 실망스러웠어요."
ID_06806,그냥 위치 하나로 모든 게 끝나는 호텔. 오래된 호텔이라 낡은 느낌이 있긴 하지만 요즘 호텔들에 비하면 방도 넓은 편이고 화장실이 좀 어색하긴 하지만 크게 불편하지 않음. 혹시 크롬캐스트 쓰는 사람은 TV 근처에 콘센트가 없으니 참고해야 함 :(
ID_09879,뷔페를 이용했어요. 깔끔하고 하나하나 다 맛있어요. 가짓수가 많지는 않아요~
ID_02143,"겉만 메리엇. 객실 냉장고는 와인셀러라며 얼음 갖다 생수 먹으라고 하고, 치약도 중국산이다. 조식은 전부 외국산이고, 빵도 지하 1층 베이커리 빵이 아니라 공장 빵들이다. 정말 최악이다. 중국인을 상대하면서 호구 삼아온 듯. 인생에서 절대 오지 않을 듯. 가실 분들 참고하세요. 반포만 갈 생각입니다."
ID_05104,"지인 회사 찬스로 저렴하게 예약했어요!! 해운대에 있는 다른 5성급 호텔이랑 가격은 비슷한데 객실이든 뷰든 너무 좋았어요,,, 재방문의사 가득"
ID_05073,시설이든 느낌이든 진짜 호텔 같고 좋아요. 완전 최고! 이런 거 처음 써보는데 시설이 좋아서 작성합니다~
ID_01571,"청소를 대충 대충 하는 듯 쓰레기통에 왠 약봉지.. 수건도 대충 돌돌, 침구도 쿱쿱한 냄새.."
ID_04079,새벽 오토바이 등 외부 소음 차단이 전혀 안 됨. 침구에 먼지가 매우 많았음.
ID_01122,"라운지에서 음식, 칵테일, 커피, 아포가토 등을 주문했는데, 33,000원짜리 샌드위치는 너무 별로였어요. 뻑뻑하고 매말라서 하얏트 음식 수준이더라고요…ㅠ 특히 음료를 주문할 때마다 20분은 걸리고… 뷰랑 분위기는 좋아서 별 4개였는데, 주차비 때문에 별을 다 깎았어요ㅋㅋㅋㅋㅋㅋㅋ 메뉴를 여러 개 시키든가 말든가, 주차는 최대 2시간만 넣어주네요??? 10분당 2,500원의 추가 요금이 붙어요. 2시간 42분 중 2시간이 할인되서 42분은 12,500원으로 계산했어요^^ 처음보는 주차비 메뉴와 서비스가 좋으면 어련히 추가 주문할 것을… 주차로 장사하면 쓰다니 ㅉㅉ"
ID_02786,편히 가족 여행 잘 하고 왔습니다.
ID_02967,조금 오래되었지만 수영장이랑 가격만 좋네요.
ID_02504,"송정해수욕장 코앞 직원 두 분 뵀는데, 두 분 다 굉장히 친절했습니다. 일찍 도착해서 죄송하지만 주차를 일찍 할 수 있는지 여쭤봤는데, 주차뿐만 아니라 청소가 일찍 끝난 방이 있다며 무료로 얼리 체크인과 함께 업그레이드도 해주셨습니다. 말 그대로 신축이고, 엄청 청결합니다. 이름만 호텔인 모텔이 많은데, 진짜 호텔 같아요. 단점은 수압이 좋지는 않습니다. 너무 장점만 적어서 광고 같지만 광고 아닙니다. 별점 5점이 만점인 게 아깝네요. 전 숙소에서 엄청 데이고 왔는데, 너무 친절하게 잘 대해주셔서 정말 감사합니다. 다음에 또 방문할게요!"
ID_05988,혼자 온다면 무조건 추천! 객실도 깨끗하고 생각보다 넓어요. 그리고 샤워실부터 루프탑까지 가격 대비 정말 완벽합니다. 강추!
ID_08867,트윈실 이용했어요. 아주 좋아요~~
ID_07164,조식 2인 포함 온돌룸을 이용했는데 만족합니다. 조식당 뷰가 너무 예쁘네요. 다음에도 속초에 오면 이용할 의사가 있어요.
ID_00728,"해운대 호텔들이 노후된 건물들이 많은데 새로 생겼다는 것을 보고 2박 묵고 뷰가 좋아서 1박 더 추가하여 3박 4일 묵었습니다. 청소도 매일 요청해서 수건이며 처음 상태로 깔끔하게 해주셔서 개인적으로 만족했습니다. 그리고 무엇보다 좋았던 것은 지하 2층에 코인 빨래방이 있어서 곱창, 고기 냄새 빼는 데 좋았습니다."
ID_07587,아이들이 글램핑하고 싶다고 해서 방문한 곳인데요~ 시설도 깨끗하고 캠핑 분위기가 정말 좋았어요. 아이들이 너무 좋아해서 만족합니다. 다음에 또 방문할게요.
ID_07543,위치 대비 적당한 가격에 경치도 좋아요 
ID_00412,모텔보다 좀 더 나은 정도?
ID_09708,"뉴시즈 오시리아 레지던스 정말 좋아요.   1. 쇼핑: 아울렛, 이케아 이용이 정말 편해요.   2. 맛집: 다양한 맛집이 근처에 있어요. (곰징어, 멸치찌개 등)   3. 가볼 만한 곳: 국립수산과학원 등   4. 혜택: 엑스더스카이, 요트 등 할인 혜택"
ID_05745,진짜 너무 좋고 이색적이었당 ㅎㅎㅎ 방 안 인테리어 조금 옛날 거지만 풍경 좋음
ID_07668,"3명 묵었어요. 뷰 좋은 가성비 호텔로 개인 어메니티 챙겨가면 굿!  장점 ) 오션뷰 / 주차 편함 / 셀프 체크인  단점 ) 어메니티는 샴푸, 린스, 비누 뿐"
ID_00825,"뷰 없음, 소파 망가져 있음. 추가로 계산한 침구 상태 안 좋음."
